"OBJECTID,N,9,0","Region,C,254","Division,C,254","ID,N,19,11","School,C,254","Municipali,C,254","Legislativ,C,254","Total_Enro,N,19,11","Total_Inst,N,19,11","Color_Code,C,254","Barangay,C,254","Province,C,254","District,C,254","Type_of_Sc,C,254","GPS_Source,C,50"
12643,Region VI,Bacolod City,117457.00000000000,DA Montelibano Sr. ES,BACOLOD CITY (Capital),Lone,667.00000000000,30.00000000000,Blue,VILLAMONTE,NEGROS OCCIDENTAL,Bacolod City II District,School with no Annexes,GPS Pinning (2009-10)
12644,Region VI,Bacolod City,117468.00000000000,A. Jayme ES,BACOLOD CITY (Capital),Lone,2682.00000000000,56.00000000000,Yellow,MANSILINGAN,NEGROS OCCIDENTAL,Bacolod City IV District,School with no Annexes,GPS Pinning (2009-10)
12645,Region VI,Bacolod City,117474.00000000000,Vista Alegre ES,BACOLOD CITY (Capital),Lone,610.00000000000,15.00000000000,Blue,VISTA ALEGRE,NEGROS OCCIDENTAL,Bacolod City V District,School with no Annexes,GPS Pinning (2009-10)
12646,Region VI,Bago City,117496.00000000000,I. Makilan ES,BAGO CITY,4th,712.00000000000,16.00000000000,Blue,0,NEGROS OCCIDENTAL,Bago City I District,School with no Annexes,GPS Pinning (2009-10)
12647,Region VI,Bago City,117522.00000000000,Louisiana ES,BAGO CITY,4th,955.00000000000,28.00000000000,Blue,0,NEGROS OCCIDENTAL,Bago City IV District,School with no Annexes,GPS Pinning (2009-10)
12648,Region VI,Bago City,117524.00000000000,Mailum ES,BAGO CITY,4th,577.00000000000,16.00000000000,Blue,0,NEGROS OCCIDENTAL,Bago City IV District,School with no Annexes,GPS Pinning (2009-10)
12649,Region VI,Cadiz City,117531.00000000000,Cadiz East Elem. School II,CADIZ CITY,2nd,1091.00000000000,36.00000000000,Blue,BARANGAY 4 POB. (ZONE 4),NEGROS OCCIDENTAL,Cadiz City I District,School with no Annexes,GPS Pinning (2009-10)
12650,Region VI,Cadiz City,117542.00000000000,Villacin ES,CADIZ CITY,2nd,693.00000000000,23.00000000000,Blue,TINAMPA-AN,NEGROS OCCIDENTAL,Cadiz City I District,School with no Annexes,GPS Pinning (2009-10)
12651,Region VI,Cadiz City,117546.00000000000,Cadiz East I ES,CADIZ CITY,2nd,1643.00000000000,42.00000000000,Blue,BARANGAY 4 POB. (ZONE 4),NEGROS OCCIDENTAL,Cadiz City II District,School with no Annexes,GPS Pinning (2009-10)
12652,Region VI,Cadiz City,117561.00000000000,Cadiz West I ES,CADIZ CITY,2nd,1250.00000000000,33.00000000000,Blue,BARANGAY 3 POB. (ZONE 3),NEGROS OCCIDENTAL,Cadiz City III District,School with no Annexes,GPS Pinning (2009-10)
12653,Region VI,Iloilo City,117585.00000000000,Sto. Ni├▒o Sur ES,ILOILO CITY (Capital),Lone,916.00000000000,25.00000000000,Blue,SANTO NI├æO SUR,ILOILO,Arevalo,School with no Annexes,GPS Pinning (2009-10)
12654,Region VI,Iloilo City,117590.00000000000,Rizal ES,ILOILO CITY (Capital),Lone,1848.00000000000,48.00000000000,Blue,RIZAL ESTANZUELA,ILOILO,City Proper,School with no Annexes,GPS Pinning (2009-10)
12655,Region VI,Iloilo City,117597.00000000000,Jaro ES I,ILOILO CITY (Capital),Lone,1668.00000000000,47.00000000000,Blue,CUARTERO,ILOILO,Jaro,School with no Annexes,GPS Pinning (2009-10)
12656,Region VI,Iloilo City,117613.00000000000,Bolilao ES,ILOILO CITY (Capital),Lone,554.00000000000,13.00000000000,Blue,0,ILOILO,Mandurriao,School with no Annexes,GPS Pinning (2009-10)
12657,Region VI,Iloilo City,117620.00000000000,Esteban Juntado Sr. Elem. School,ILOILO CITY (Capital),Lone,1047.00000000000,31.00000000000,Blue,0,ILOILO,Molo,School with no Annexes,GPS Pinning (2009-10)
12658,Region VI,Roxas City,117685.00000000000,Lawa-an ES,ROXAS CITY (Capital),1st,802.00000000000,26.00000000000,Blue,Lawaan,CAPIZ,Roxas City District III,School with no Annexes,GPS Pinning (2009-10)
12659,Region VI,Sagay City,117695.00000000000,Buenaventura Rodriguez ES,SAGAY CITY,2nd,313.00000000000,9.00000000000,Blue,Old Sagay,NEGROS OCCIDENTAL,Sagay City District I,School with no Annexes,GPS Pinning (2009-10)
12660,Region VI,Sagay City,117707.00000000000,Talusan ES,SAGAY CITY,2nd,697.00000000000,16.00000000000,Blue,Bulanon,NEGROS OCCIDENTAL,Sagay City District I,School with no Annexes,GPS Pinning (2009-10)
12661,Region VI,Sagay City,117716.00000000000,Gil Lopez ES,SAGAY CITY,2nd,1005.00000000000,27.00000000000,Blue,Fabrica,NEGROS OCCIDENTAL,Sagay City District II,School with no Annexes,GPS Pinning (2009-10)
12662,Region VI,San Carlos City,117747.00000000000,Greenville ES,SAN CARLOS CITY,1st,1125.00000000000,23.00000000000,Yellow,Rizal,NEGROS OCCIDENTAL,San Carlos City District I,School with no Annexes,GPS Pinning (2009-10)
12663,Region VI,San Carlos City,117753.00000000000,Ramon Magsaysay ES,SAN CARLOS CITY,1st,1187.00000000000,34.00000000000,Blue,II,NEGROS OCCIDENTAL,San Carlos City District I,Mother school,GPS Pinning (2009-10)
12664,Region VI,San Carlos City,117765.00000000000,San Jose ES,SAN CARLOS CITY,1st,432.00000000000,20.00000000000,Blue,Guadalupe,NEGROS OCCIDENTAL,San Carlos City District II,School with no Annexes,GPS Pinning (2009-10)
12665,Region VI,San Carlos City,117785.00000000000,Andres Bonifacio ES,SAN CARLOS CITY,1st,569.00000000000,23.00000000000,Blue,V,NEGROS OCCIDENTAL,San Carlos City District IV,School with no Annexes,GPS Pinning (2009-10)
12666,Region VI,San Carlos City,117788.00000000000,Katingal-an ES,SAN CARLOS CITY,1st,480.00000000000,17.00000000000,Blue,Buluangan,NEGROS OCCIDENTAL,San Carlos City District IV,School with no Annexes,GPS Pinning (2009-10)
12667,Region VI,San Carlos City,117796.00000000000,Malindog ES,SAN CARLOS CITY,1st,282.00000000000,10.00000000000,Blue,Bagonbon,NEGROS OCCIDENTAL,San Carlos City District V,School with no Annexes,GPS Pinning (2009-10)
12668,Region VI,San Carlos City,117800.00000000000,Tandang Sora ES,SAN CARLOS CITY,1st,1268.00000000000,27.00000000000,Yellow,II,NEGROS OCCIDENTAL,San Carlos City District V,School with no Annexes,GPS Pinning (2009-10)
12669,Region VI,Kabankalan City,117851.00000000000,SONEDCO ES,CITY OF KABANKALAN,6th,212.00000000000,4.00000000000,Gold,CAMUGAO,NEGROS OCCIDENTAL,Kabankalan II,School with no Annexes,GPS Pinning (2009-10)
12670,Region VI,Kabankalan City,117858.00000000000,Esteban R. Abada Memorial School-East,CITY OF KABANKALAN,6th,1232.00000000000,26.00000000000,Yellow,BARANGAY 8 (POB.),NEGROS OCCIDENTAL,Kabankalan I,School with no Annexes,GPS Pinning (2009-10)
12671,Region VI,Passi City,117908.00000000000,Passi I CS,CITY OF PASSI,4th,2196.00000000000,50.00000000000,Blue,POBLACION ILAWOD,ILOILO,Passi City District I (West),School with no Annexes,GPS Pinning (2009-10)
12672,Region VI,Aklan,302295.00000000000,Boracay NHS,MALAY,Lone,734.00000000000,14.00000000000,Gold,BALABAG,AKLAN,Malay,Mother school,GPS Pinning (2009-10)
12673,Region VI,Aklan,302324.00000000000,Aklan NHS for Arts & Trades,KALIBO (Capital),Lone,1797.00000000000,40.00000000000,Blue,,AKLAN,Kalibo I,School with no Annexes,GPS Pinning (2009-10)
12674,Region VI,Aklan,302332.00000000000,Regional Science HS for Region VI,KALIBO (Capital),Lone,740.00000000000,23.00000000000,Blue,,AKLAN,Kalibo II,School with no Annexes,GPS Pinning (2009-10)
12675,Region VI,Aklan,302336.00000000000,Tangalan National High School,TANGALAN,Lone,970.00000000000,25.00000000000,Blue,TONDOG,AKLAN,Tangalan,School with no Annexes,GPS Pinning (2009-10)
12676,Region VI,Iloilo,302454.00000000000,Balasan NHS,BALASAN,5th,2340.00000000000,38.00000000000,Red,BALANTI-AN,ILOILO,Balasan,School with no Annexes,GPS Pinning (2009-10)
12677,Region VI,Iloilo,302456.00000000000,Barosong National High School,TIGBAUAN,1st,273.00000000000,7.00000000000,Blue,BAROSONG,ILOILO,Tigbauan,School with no Annexes,GPS Pinning (2009-10)
12678,Region VI,Iloilo,302467.00000000000,Botong-Cabanbanan NHS,OTON,1st,820.00000000000,13.00000000000,Red,BOTONG,ILOILO,Oton,School with no Annexes,GPS Pinning (2009-10)
12679,Region VI,Iloilo,302499.00000000000,Escalantera NHS,SAN JOAQUIN,1st,250.00000000000,3.00000000000,Red,ESCALANTERA,ILOILO,San Joaquin South,School with no Annexes,GPS Pinning (2009-10)
12680,Region VI,Iloilo,302506.00000000000,Guimbal NHS,GUIMBAL,1st,1681.00000000000,42.00000000000,Blue,RIZAL-TUGUISAN (POB.),ILOILO,Guimbal,School with no Annexes,GPS Pinning (2009-10)
12681,Region VI,Iloilo,302507.00000000000,Igbaras NHS,IGBARAS,1st,1737.00000000000,38.00000000000,Blue,BARANGAY 4 POBLACION,ILOILO,Igbaras,School with no Annexes,GPS Pinning (2009-10)
12682,Region VI,Iloilo,302522.00000000000,Leon NHS,LEON,2nd,1828.00000000000,37.00000000000,Yellow,POBLACION,ILOILO,Leon I,Mother school,GPS Pinning (2009-10)
12683,Region VI,Iloilo,302542.00000000000,Oton National High School,OTON,1st,3651.00000000000,65.00000000000,Red,POBLACION NORTH,ILOILO,Oton,Mother school,GPS Pinning (2009-10)
12684,Region VI,Iloilo,302549.00000000000,Particion NHS,GUIMBAL,1st,281.00000000000,10.00000000000,Blue,PARTICION,ILOILO,Guimbal,School with no Annexes,GPS Pinning (2009-10)
12685,Region VI,Iloilo,302583.00000000000,Tubungan NHS,TUBUNGAN,1st,907.00000000000,33.00000000000,Blue,TENIENTE BENITO,ILOILO,Tubungan,School with no Annexes,GPS Pinning (2009-10)
12686,Region VI,Escalante City,302596.00000000000,Buenavista NHS - Japitan Ext.,CITY OF ESCALANTE,1st,207.00000000000,7.00000000000,Blue,,NEGROS OCCIDENTAL,Escalante II,Annex or Extension school(s),GPS Pinning (2009-10)
12687,Region VI,Escalante City,302615.00000000000,Dian-ay NHS,CITY OF ESCALANTE,1st,631.00000000000,13.00000000000,Yellow,,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12688,Region VI,Negros Occidental,302617.00000000000,Don Hilarion G. Gonzaga NHS,CITY OF TALISAY,3rd,997.00000000000,26.00000000000,Blue,CONCEPCION,NEGROS OCCIDENTAL,Talisay III,School with no Annexes,GPS Pinning (2009-10)
12689,Region VI,Negros Occidental,302618.00000000000,Don Simplicio Lizares NHS,CITY OF TALISAY,3rd,540.00000000000,9.00000000000,Red,MATAB-ANG,NEGROS OCCIDENTAL,Binalbagan I,School with no Annexes,GPS Pinning (2009-10)
12690,Region VI,Escalante City,302625.00000000000,Escalante NHS,CITY OF ESCALANTE,1st,1944.00000000000,45.00000000000,Blue,,NEGROS OCCIDENTAL,Escalante I,Mother school,GPS Pinning (2009-10)
12691,Region VI,Escalante City,302627.00000000000,Tamlang NHS,CITY OF ESCALANTE,1st,279.00000000000,13.00000000000,Blue,,NEGROS OCCIDENTAL,Escalante I,School with no Annexes,GPS Pinning (2009-10)
12692,Region VI,Negros Occidental,302649.00000000000,Himamaylan NHS,CITY OF HIMAMAYLAN,5th,2289.00000000000,53.00000000000,Blue,III - POBLACION,NEGROS OCCIDENTAL,Binalbagan I,Mother school,GPS Pinning (2009-10)
12693,Region VI,Negros Occidental,302658.00000000000,Labi-Labi NHS,TOBOSO,1st,456.00000000000,10.00000000000,Blue,SAN JOSE,NEGROS OCCIDENTAL,Calatrava I,School with no Annexes,GPS Pinning (2009-10)
12694,Region VI,Escalante City,302660.00000000000,Mabini NHS,CITY OF ESCALANTE,1st,678.00000000000,18.00000000000,Blue,,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12695,Region VI,Negros Occidental,302662.00000000000,Manapla NHS,MANAPLA,2nd,2329.00000000000,61.00000000000,Blue,I-A,NEGROS OCCIDENTAL,Manapla,Mother school,GPS Pinning (2009-10)
12696,Region VI,Negros Occidental,302675.00000000000,Payao National High School,BINALBAGAN,5th,1181.00000000000,20.00000000000,Red,PAYAO,NEGROS OCCIDENTAL,Binalbagan I,Mother school,GPS Pinning (2009-10)
12697,Region VI,Negros Occidental,302678.00000000000,Rafael B. Lacson NHS,CITY OF TALISAY,3rd,2507.00000000000,62.00000000000,Blue,ZONE 12,NEGROS OCCIDENTAL,Binalbagan I,School with no Annexes,GPS Pinning (2009-10)
12698,Region VI,Negros Occidental,302679.00000000000,Raymundo Tongson NHS,CITY OF HIMAMAYLAN,5th,474.00000000000,15.00000000000,Blue,TALABAN,NEGROS OCCIDENTAL,Binalbagan I,Mother school,GPS Pinning (2009-10)
12699,Region VI,Negros Occidental,302691.00000000000,Tigbao NHS,CALATRAVA,1st,495.00000000000,8.00000000000,Red,TIGBAO,NEGROS OCCIDENTAL,Calatrava I,School with no Annexes,GPS Pinning (2009-10)
12700,Region VI,Negros Occidental,302693.00000000000,Toboso NHS,TOBOSO,1st,1298.00000000000,28.00000000000,Yellow,POBLACION,NEGROS OCCIDENTAL,Binalbagan I,School with no Annexes,GPS Pinning (2009-10)
12701,Region VI,Negros Occidental,302695.00000000000,Victorias NHS,CITY OF VICTORIAS,3rd,4812.00000000000,103.00000000000,Yellow,VI,NEGROS OCCIDENTAL,Victorias I,Mother school,GPS Pinning (2009-10)
12702,Region VI,Bago City,302719.00000000000,Ramon Torres NHS,BAGO CITY,4th,4790.00000000000,79.00000000000,Red,BALINGASAG,NEGROS OCCIDENTAL,Bago City II District,School with no Annexes,GPS Pinning (2009-10)
12703,Region VI,Bago City,302725.00000000000,Ramon Torres Taloc NHS,BAGO CITY,4th,572.00000000000,17.00000000000,Blue,TALOC,NEGROS OCCIDENTAL,Bago City I District,School with no Annexes,GPS Pinning (2009-10)
12704,Region VI,Cadiz City,302730.00000000000,Dr. Vicente F. Gustilo Memorial NHS,CADIZ CITY,2nd,3362.00000000000,79.00000000000,Blue,BARANGAY 3 POB. (ZONE 3),NEGROS OCCIDENTAL,Cadiz City IV District,Mother school,GPS Pinning (2009-10)
12705,Region VI,Iloilo City,302738.00000000000,Iloilo City NHS,ILOILO CITY (Capital),Lone,5433.00000000000,97.00000000000,Red,MARCELO H. DEL PILAR,ILOILO,Molo,Mother school,GPS Pinning (2009-10)
12706,Region VI,Iloilo City,302743.00000000000,Bo. Obrero NHS,ILOILO CITY (Capital),Lone,542.00000000000,18.00000000000,Blue,OBRERO-LAPUZ,ILOILO,Montes-Lapuz,School with no Annexes,GPS Pinning (2009-10)
12707,Region VI,Iloilo City,302744.00000000000,Jaro National High School,ILOILO CITY (Capital),Lone,2771.00000000000,61.00000000000,Blue,CUARTERO,ILOILO,Jaro,School with no Annexes,GPS Pinning (2009-10)
12708,Region VI,Iloilo City,302747.00000000000,La Paz NHS,ILOILO CITY (Capital),Lone,2416.00000000000,46.00000000000,Gold,JEREOS,ILOILO,Lapaz,Mother school,GPS Pinning (2009-10)
12709,Region VI,Sagay City,302767.00000000000,Sagay NHS,SAGAY CITY,2nd,4088.00000000000,70.00000000000,Red,Poblacion II,NEGROS OCCIDENTAL,Sagay City District I,Mother school,GPS Pinning (2009-10)
12710,Region VI,Sagay City,302768.00000000000,Bulanon National High School,SAGAY CITY,2nd,546.00000000000,12.00000000000,Blue,Bulanon,NEGROS OCCIDENTAL,Sagay City District I,School with no Annexes,GPS Pinning (2009-10)
12711,Region VI,San Carlos City,302774.00000000000,Don Carlos Ledesma NHS,SAN CARLOS CITY,1st,1283.00000000000,27.00000000000,Yellow,Buluangan,NEGROS OCCIDENTAL,San Carlos City District I,School with no Annexes,GPS Pinning (2009-10)
12712,Region VI,San Carlos City,302775.00000000000,Julio Ledesma NHS,SAN CARLOS CITY,1st,2678.00000000000,50.00000000000,Gold,Palampas,NEGROS OCCIDENTAL,San Carlos City District I,School with no Annexes,GPS Pinning (2009-10)
12713,Region VI,Silay City,302780.00000000000,Do├▒a Montserrat Lopez MHS,SILAY CITY,3rd,4678.00000000000,105.00000000000,Blue,,NEGROS OCCIDENTAL,Silay City District I,Mother school,GPS Pinning (2009-10)
12714,Region VI,Kabankalan City,302789.00000000000,Binicuil NHS - Poblacion Ext.,CITY OF KABANKALAN,6th,1301.00000000000,15.00000000000,Red,BARANGAY 8 (POB.),NEGROS OCCIDENTAL,Kabankalan II,Annex or Extension school(s),GPS Pinning (2009-10)
12715,Region VI,Passi City,302805.00000000000,Passi NHS,CITY OF PASSI,4th,4185.00000000000,91.00000000000,Blue,POBLACION ILAYA,ILOILO,Passi City District I (West),School with no Annexes,GPS Pinning (2009-10)
12716,Region VII,Bohol,117930.00000000000,Bahi PS,ALBURQUERQUE,1st,64.00000000000,2.00000000000,Blue,BAHI,BOHOL,Alburquerque,School with no Annexes,GPS Pinning (2009-10)
12717,Region VII,Bohol,117970.00000000000,Bicahan PS,ANTEQUERA,1st,60.00000000000,3.00000000000,Blue,BICAHAN,BOHOL,Antequera,School with no Annexes,GPS Pinning (2009-10)
12718,Region VII,Bohol,117978.00000000000,Sto. Rosario PS,ANTEQUERA,1st,59.00000000000,3.00000000000,Blue,SANTO ROSARIO,BOHOL,Antequera,School with no Annexes,GPS Pinning (2009-10)
12719,Region VII,Bohol,117995.00000000000,Balilihan Central ES,BALILIHAN,1st,349.00000000000,16.00000000000,Blue,DEL CARMEN WESTE (POB.),BOHOL,Balilihan,School with no Annexes,GPS Pinning (2009-10)
12720,Region VII,Bohol,118004.00000000000,Dorol ES,BALILIHAN,1st,115.00000000000,5.00000000000,Blue,DOROL,BOHOL,Balilihan,School with no Annexes,GPS Pinning (2009-10)
12721,Region VII,Bohol,118030.00000000000,Hingotanan ES,BIEN UNIDO,2nd,758.00000000000,14.00000000000,Gold,HINGOTANAN EAST,BOHOL,Bien Unido,School with no Annexes,GPS Pinning (2009-10)
12722,Region VII,Bohol,118096.00000000000,Kinabag-an ES,CALAPE,1st,197.00000000000,6.00000000000,Blue,MAGTONGTONG,BOHOL,Calape,School with no Annexes,GPS Pinning (2009-10)
12723,Region VII,Bohol,118107.00000000000,Ulbujan ES,CALAPE,1st,242.00000000000,8.00000000000,Blue,ULBUJAN,BOHOL,Calape,School with no Annexes,GPS Pinning (2009-10)
12724,Region VII,Bohol,118120.00000000000,Mahangin ES,CANDIJAY,3rd,126.00000000000,5.00000000000,Blue,MAHANGIN,BOHOL,Candijay,School with no Annexes,GPS Pinning (2009-10)
12725,Region VII,Bohol,118170.00000000000,Catigbian West Central ES,CATIGBIAN,1st,305.00000000000,8.00000000000,Blue,POBLACION WESTE,BOHOL,Catigbian,School with no Annexes,GPS Pinning (2009-10)
12726,Region VII,Bohol,118186.00000000000,Bonbon ES,CLARIN,2nd,191.00000000000,4.00000000000,Yellow,BONBON,BOHOL,Clarin,School with no Annexes,GPS Pinning (2009-10)
12727,Region VII,Bohol,118193.00000000000,Clarin Central ES,CLARIN,2nd,726.00000000000,14.00000000000,Gold,POBLACION CENTRO,BOHOL,Clarin,School with no Annexes,GPS Pinning (2009-10)
12728,Region VII,Bohol,118207.00000000000,Dela Paz ES,CORTES,1st,369.00000000000,10.00000000000,Blue,DE LA PAZ,BOHOL,Cortes,School with no Annexes,GPS Pinning (2009-10)
12729,Region VII,Bohol,118209.00000000000,Loreto ES,CORTES,1st,212.00000000000,6.00000000000,Blue,LORETO,BOHOL,Cortes,School with no Annexes,GPS Pinning (2009-10)
12730,Region VII,Bohol,118210.00000000000,Lourdes ES,CORTES,1st,242.00000000000,5.00000000000,Yellow,LOURDES,BOHOL,Cortes,School with no Annexes,GPS Pinning (2009-10)
12731,Region VII,Bohol,118213.00000000000,New Lourdes PS,CORTES,1st,58.00000000000,2.00000000000,Blue,NEW LOURDES,BOHOL,Cortes,School with no Annexes,GPS Pinning (2009-10)
12732,Region VII,Bohol,118262.00000000000,San Isidro ES,DAUIS,1st,153.00000000000,6.00000000000,Blue,SAN ISIDRO (CANLONGON),BOHOL,Dauis,School with no Annexes,GPS Pinning (2009-10)
12733,Region VII,Bohol,118474.00000000000,Cabilao ES,LOON,1st,352.00000000000,19.00000000000,Blue,TALISAY,BOHOL,Loon North,School with no Annexes,GPS Pinning (2009-10)
12734,Region VII,Bohol,118498.00000000000,Cogon Norte ES,LOON,1st,297.00000000000,10.00000000000,Blue,COGON NORTE (POB.),BOHOL,Loon South,School with no Annexes,GPS Pinning (2009-10)
12735,Region VII,Bohol,118544.00000000000,Maribojoc Central ES,MARIBOJOC,1st,241.00000000000,7.00000000000,Blue,ANISLAG,BOHOL,Maribojoc,School with no Annexes,GPS Pinning (2009-10)
12736,Region VII,Bohol,118556.00000000000,Danao ES,PANGLAO,1st,391.00000000000,8.00000000000,Yellow,DANAO,BOHOL,Panglao,School with no Annexes,GPS Pinning (2009-10)
12737,Region VII,Bohol,118563.00000000000,Tangnan ES,PANGLAO,1st,406.00000000000,14.00000000000,Blue,TANGNAN,BOHOL,Panglao,School with no Annexes,GPS Pinning (2009-10)
12738,Region VII,Bohol,118641.00000000000,San Isidro Central ES,SAN ISIDRO,2nd,358.00000000000,13.00000000000,Blue,POBLACION,BOHOL,San Isidro,School with no Annexes,GPS Pinning (2009-10)
12739,Region VII,Bohol,118668.00000000000,Lagtangan ES,SEVILLA,3rd,157.00000000000,6.00000000000,Blue,LAGTANGAN,BOHOL,Sevilla,School with no Annexes,GPS Pinning (2009-10)
12740,Region VII,Bohol,118697.00000000000,Badiang ES,SIKATUNA,1st,104.00000000000,6.00000000000,Blue,BADIANG,BOHOL,Sikatuna,School with no Annexes,GPS Pinning (2009-10)
12741,Region VII,Tagbilaran City,118708.00000000000,Dao Elementary School,TAGBILARAN CITY (Capital),1st,692.00000000000,16.00000000000,Blue,,BOHOL,Tagbilaran City,School with no Annexes,GPS Pinning (2009-10)
12742,Region VII,Tagbilaran City,118716.00000000000,Ubujan Elementary School,TAGBILARAN CITY (Capital),1st,534.00000000000,13.00000000000,Blue,,BOHOL,Tagbilaran City,School with no Annexes,GPS Pinning (2009-10)
12743,Region VII,Bohol,118770.00000000000,Avelino Chagas MES,TUBIGON,1st,305.00000000000,9.00000000000,Blue,ILIHAN NORTE,BOHOL,Tubigon,School with no Annexes,GPS Pinning (2009-10)
12744,Region VII,Bohol,118772.00000000000,Banlasan ES,TUBIGON,1st,149.00000000000,7.00000000000,Blue,BANLASAN,BOHOL,Tubigon,School with no Annexes,GPS Pinning (2009-10)
12745,Region VII,Bohol,118773.00000000000,Batasan ES,TUBIGON,1st,124.00000000000,5.00000000000,Blue,BATASAN (BATASAN ISLAND),BOHOL,Tubigon,School with no Annexes,GPS Pinning (2009-10)
